No Agent;;01/04/2025;02/04/2025;03/04/2025;04/04/2025;05/04/2025;06/04/2025;07/04/2025;08/04/2025;09/04/2025;10/04/2025;11/04/2025;12/04/2025;13/04/2025;14/04/2025;15/04/2025;16/04/2025;17/04/2025;18/04/2025;19/04/2025;20/04/2025;21/04/2025;22/04/2025;23/04/2025;24/04/2025;25/04/2025;26/04/2025;27/04/2025;28/04/2025;29/04/2025;30/04/2025
14;;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;RH;CA;ZA;ZA;RH;RH;FAM;FAM;FAM;FAM;RH;RH;RH;FAM;FAM;FAM;FAM;RH;RH;RH;ZA
15;;CA;CA;CA;CA;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH;ZB;ZB;ZB
16;;CA;CA;CA;CA;RH;ZB;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH
17;;CA;CA;CA;CA;RH;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;RH;RH
18;;ZA;ZA;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;ZA;RH;RH;RH;RH;RH;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;RH;RH
19;;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;FAM;FAM;RH;RH;ZA;ZA;RH;RH;RH;FAM;FAM;FAM;RH;RH;ZA;ZA;RH;RH;RH;FAM
20;;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH;RH
21;;RH;RH;FAM;FAM;RH;RH;FAM;FAM;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;RH;ZA;ZA
22;;ZB;ZB;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH
23;;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH
24;;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH
25;;ZB;ZB;ZB;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH
26;;RH;RH;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;ZA;RH;RH;RH;RH
27;;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD
28;;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD

